Year,Series,Ministry,Department,Unit,Value
2019,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),5383
2020,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),33
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,Millions in Vatu (VUV),115
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),484
2020,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),368
2020,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),2668
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),22
2020,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),538
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),3036
2020,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),78
2020,Actual Spent,Ministry of Justice and Social Welfare,,Millions in Vatu (VUV),56
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),241
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),93
2020,Actual Spent,Ministry of Youth Development and Sports,,Millions in Vatu (VUV),30
2020,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),431
2021,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),53
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),17
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),391
2021,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),1540
2021,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),1292
2021,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),49
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),1
2021,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),965
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),4777
2021,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),84
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),283
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),101
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),67
2021,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),780
2022,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),49
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),34
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),311
2022,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),1411
2022,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),927
2022,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),73
2022,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),209
2022,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),1299
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),4800
2022,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),46
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),284
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),180
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),35
2022,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),592
2023,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),37
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),10
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),411
2023,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),627
2023,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),637
2023,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),31
2023,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),91
2023,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),580
2023,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),3133
2023,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),172
2023,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),355
2023,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),113
2023,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),42
2023,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),2195
2024,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),30
2024,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),74
2024,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),755
2024,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),902
2024,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),1248
2024,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),38
2024,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),20
2024,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),547
2024,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),4744
2024,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),329
2024,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),615
2024,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),142
2024,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),31
2024,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),1118
2004,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),0
2004,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),5
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),17
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),9
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),19
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),8
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),1
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),16
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),2
2004,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),73
2004,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),77
2004,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),0
2004,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),3
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),18
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),6
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),1
2004,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),37
2004,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),27
2004,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),1
2004,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),28
2004,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),14
2004,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),17
2004,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),14
2004,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),2
2004,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),5
2004,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),0
2004,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),8
2005,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),3
2005,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),1
2005,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),3
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),1
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),14
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),20
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),7
2005,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),1
2005,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),28
2005,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),16
2005,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),79
2005,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),103
2005,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),2
2005,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),1
2005,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),3
2005,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),10
2005,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),0
2005,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),0
2005,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),63
2005,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),1
2005,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),0
2005,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),34
2005,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),16
2005,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),5
2005,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),11
2005,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),23
2005,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),1
2005,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),2
2005,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),4
2005,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),1
2006,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),9
2006,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),0
2006,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),4
2006,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),2
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),0
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),24
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),27
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),3
2006,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),2
2006,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),34
2006,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),-1
2006,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),142
2006,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),114
2006,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),25
2006,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Millions in Vatu (VUV),52
2006,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),78
2006,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),6
2006,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),0
2006,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),0
2006,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),64
2006,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),4
